uid,data_type,pI,length,molecular_weight,label,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,hydro_total,hydro_mean,charge_Sillero,charge_EMBOSS,charge_DTASelect,charge_Solomon,charge_Rodwell
a4eadee23db57affcd57ad4a45182b0b,peptide,11.05,19,2477.64,0,0,0,0,0,0,0,3,0,0,2,0,0,0,13,1,0,0,0,0,0,-52.0,-2.737,1.543,1.697,1.63,1.27,1.182
91d1d3ac46d68ceb16dabfb374f52737,protein,4.9,144,15373.59,1,26,0,9,8,8,6,2,4,14,13,1,3,5,5,2,11,7,15,2,3,14.2,0.099,-0.632,-0.531,-0.585,-0.804,-0.894
ecc4665ded5aa922d28ad8c013d63b36,protein,10.7,182,20818.27,0,8,6,6,18,6,8,1,9,14,29,5,7,10,9,13,16,7,6,3,1,-65.6,-0.36,3.138,3.057,3.011,2.837,2.765
487151c33b4b242b7baf50120f321457,peptide,10.4,17,1947.24,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,1,2,2,2,1,1,-7.9,-0.465,2.14,2.215,2.147,2.087,1.999
bbf37d4306a45bcc45fde18f69ec0789,peptide,10.59,22,2262.61,0,2,0,0,1,1,3,0,0,2,3,1,1,2,0,1,3,2,0,0,0,-7.8,-0.355,1.943,1.977,1.91,1.999,1.911
04a0e98db367f5b29f2246f2bd12eded,protein,3.7,370,38660.93,1,22,9,38,20,9,42,3,28,15,18,2,20,11,6,5,40,43,24,5,10,-112.3,-0.304,-37.461,-37.534,-37.526,-38.102,-38.176
7dfa76710cd3e5426eff5317fdc879ef,protein,4.95,212,21208.94,1,26,32,4,7,4,42,2,3,10,8,5,11,6,11,4,13,8,4,3,9,-27.5,-0.13,3.039,2.479,2.417,1.659,1.667
d63b8f997f08f28ed876d38b02474af2,peptide,4.37,9,1093.2,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,-7.3,-0.811,-1.055,-1.022,-1.087,-1.0,-1.089
cdf6f27b52a7ca6ea908f18806050738,peptide,10.57,30,3026.5,0,5,1,0,2,0,3,0,2,2,1,0,0,2,0,3,3,3,3,0,0,-0.3,-0.01,2.936,2.947,2.882,2.953,2.868
7cc80093616fca99b82813932958fedd,peptide,10.6,20,2048.37,0,1,0,0,0,1,3,0,0,2,1,3,1,0,1,0,5,1,1,0,0,-2.4,-0.12,1.94,1.976,1.907,1.997,1.909
afc08926a434dc9b6f2a12f7f68affbc,protein,4.7,713,78193.13,1,67,2,35,78,19,61,10,38,39,81,15,10,47,17,56,28,33,63,4,10,-137.1,-0.192,-15.817,-15.571,-15.516,-17.026,-17.127
92876f44f9d862b291b2e97dff09d0d2,peptide,10.05,13,1659.95,0,1,0,0,1,1,0,1,1,3,0,0,1,1,0,0,0,0,1,1,1,-12.4,-0.954,2.143,2.216,2.148,2.089,2.001
f33d588d6181e7a24e0db18779cc355c,peptide,10.1,7,831.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,0,0,0,0,-6.9,-0.986,0.94,0.976,0.908,0.997,0.909
18644eca411b6f67d0768dfb9b31ffd9,peptide,4.37,9,1049.27,1,0,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,2,0,0,4.8,0.533,-1.055,-1.022,-1.086,-1.0,-1.089
8e4ca5b186eea8591ede3dab24631602,peptide,3.97,14,1522.68,1,1,0,0,3,0,1,0,1,1,1,0,1,3,1,0,0,1,0,0,0,-17.2,-1.229,-2.05,-2.02,-2.084,-1.997,-2.085
3e98eb34c28122df786da07d590a3ad9,protein,4.6274999999999995,362,39333.31,1,34,0,27,14,19,49,1,14,19,23,5,32,5,13,12,16,22,26,2,29,-144.1,-0.398,-9.824,-9.771,-9.796,-9.891,-9.988
80b128ec3a5c48dc0e3e1f6b6a5b51f6,peptide,4.56,17,1865.13,1,0,1,2,1,1,2,0,1,1,2,0,0,1,0,1,0,3,1,0,0,-1.8,-0.106,-1.064,-1.052,-1.115,-1.047,-1.133
52f3ed4a82c8804c47fd479cddf1d3ad,peptide,12.17,22,2634.24,0,0,0,1,0,1,1,0,0,5,2,2,0,1,1,3,2,1,2,0,0,-21.7,-0.986,6.94,6.976,6.907,6.997,6.909
7d9240f8283be269658538336f88d10d,peptide,10.1,6,655.75,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,-5.1,-0.85,1.141,1.216,1.148,1.088,1.0
6a07b835a008f552cccb7bea1fd80fd2,peptide,4.56,16,1661.83,1,2,0,2,1,1,1,0,0,2,1,0,0,2,0,0,2,1,1,0,0,-9.8,-0.613,-1.055,-1.022,-1.085,-1.0,-1.088
b622c2dd73ec5c2863b8f7bf9fee3b69,protein,4.0,383,38223.1,1,62,4,32,11,11,44,5,19,12,25,5,15,18,8,6,43,23,28,3,9,27.9,0.073,-24.042,-23.915,-23.925,-24.702,-24.788
a09a35f9b77f1ffb41a636fe582b4361,protein,4.35,164,18047.39,1,14,2,16,10,9,11,2,10,11,15,2,8,5,6,5,9,9,15,1,4,-19.6,-0.12,-9.638,-9.585,-9.621,-9.89,-9.977
b072551f43b17c89ef7a19068aeea412,peptide,10.63,26,2780.27,0,3,0,1,0,0,2,1,2,4,1,0,1,1,1,1,2,1,4,0,1,-4.8,-0.185,4.14,4.216,4.147,4.087,4.0
0d0b73ff16d8d4dbd24506ff36b67bc5,peptide,10.1,26,2622.97,0,5,0,0,0,2,3,1,2,1,1,0,3,2,2,0,1,1,2,0,0,5.3,0.204,1.141,1.216,1.148,1.088,1.0
733b43e432fa3e703a214320a45b8745,peptide,4.53,14,1429.55,1,2,0,0,2,0,1,0,0,0,1,0,0,1,1,1,3,0,2,0,0,-3.6,-0.257,-1.053,-1.022,-1.086,-0.999,-1.087
49896448c9109936feed38e5f35148b6,peptide,12.11,12,1587.8,0,0,0,0,1,2,0,0,1,0,0,0,1,2,2,3,0,0,0,0,0,-20.6,-1.717,1.944,1.977,1.912,2.0,1.911
b29d3d046cd49c30b9e68e71ba3bfc42,peptide,10.85,8,932.15,0,2,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,-13.2,-1.65,2.94,2.975,2.906,2.997,2.909
e17b9681f9a523a42c64c69747f71b4e,peptide,3.92,16,1797.95,1,0,1,2,2,0,1,0,0,1,3,0,0,1,1,0,2,1,0,0,1,-13.1,-0.819,-3.062,-3.052,-3.113,-3.046,-3.132
6cdb6dc6b66de7f5f2a93c58f20e2ff1,protein,4.7,174,19515.88,1,11,0,16,7,6,11,7,14,12,9,5,9,9,8,5,14,9,12,2,8,-86.5,-0.497,-4.629,-4.329,-4.371,-5.35,-5.442
83fa95b147b46138fd6f546e1b131944,peptide,10.59,11,1292.5,0,0,0,1,0,1,1,0,0,2,2,0,1,0,0,1,0,2,0,0,0,-10.7,-0.973,1.941,1.976,1.91,1.998,1.91
988392c081674d1af02ffc69fa2acc8d,peptide,11.73,13,1367.66,0,1,0,0,0,0,2,0,0,3,1,0,1,1,0,1,0,1,2,0,0,-8.8,-0.677,3.94,3.975,3.906,3.997,3.909
817b6b4204fd8779116db19c1b4aa4a9,peptide,10.4,19,2226.53,0,1,0,0,0,3,1,0,2,1,0,1,1,0,2,1,3,2,0,0,1,-3.3,-0.174,1.939,1.975,1.907,1.996,1.908
6882812a2d71d3e4c4ea92b1bb6f1dfa,protein,4.8,283,31181.65,1,20,2,15,15,9,19,2,25,18,25,11,23,12,10,9,20,25,13,5,5,-59.7,-0.211,-2.627,-2.581,-2.619,-2.884,-2.97
26d4d136c699b1d86d62900078190592,protein,4.8,781,85609.25,1,54,0,48,31,33,71,10,49,25,60,16,59,30,48,31,69,58,49,18,22,-262.7,-0.336,-20.938,-20.566,-20.538,-22.019,-22.124
d30e4ccb8c56d1a1bb116b8e5183c825,peptide,3.71,13,1451.59,1,0,0,2,1,0,1,0,0,1,1,2,1,1,1,0,2,0,0,0,0,-17.4,-1.338,-2.054,-2.021,-2.084,-1.999,-2.088
8cc7a961adac603f191ef3c5f171ba48,peptide,3.38,18,1919.93,1,1,0,2,5,0,2,0,0,1,1,0,1,1,0,0,1,2,1,0,0,-26.7,-1.483,-6.042,-6.016,-6.074,-5.991,-6.081
3b4ff653f8bec65b5c5ac7ae23f56973,protein,10.8,105,11703.54,0,6,2,3,9,4,14,3,6,18,6,3,5,4,3,2,1,8,3,1,4,-88.2,-0.84,8.543,8.643,8.577,8.186,8.106
c8c6098f29b0043cd932e2b4d03d84de,protein,4.9,372,41138.29,1,24,7,18,28,18,25,5,23,24,37,15,19,16,9,11,32,21,26,2,12,-18.5,-0.05,-10.04,-10.001,-10.025,-10.829,-10.902
2d57a9967f531f12cd2d4749a9bd6db6,peptide,12.41,10,1343.6,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,2,0,0,2,1,0,-3.1,-0.31,2.342,2.456,2.39,2.179,2.091
914fbae54e724a081387b85cca8f10a0,peptide,10.89,12,1360.45,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,2,3,0,0,0,0,-28.0,-2.333,1.145,1.217,1.152,1.09,1.002
dddf747a3a301b216635b72afd0de959,peptide,4.65,19,1980.2,1,4,0,0,5,0,1,0,0,3,0,0,0,3,0,0,0,1,2,0,0,-19.5,-1.026,-2.045,-2.018,-2.081,-1.993,-2.082
be175fae90c64d4e251742b3a98a8abe,protein,4.888888888888889,432,48192.67,1,41,0,25,59,17,32,2,25,35,31,11,16,12,16,26,14,19,42,1,8,-184.7,-0.428,-22.469,-22.462,-22.443,-22.701,-22.801
6dd8babb0a5bc5bac59f226218fca432,peptide,12.11,12,1544.86,0,0,1,0,0,0,0,0,0,0,2,1,1,0,3,3,0,0,1,0,0,-11.3,-0.942,2.931,2.945,2.879,2.95,2.864
5420759a8a8e78a958f36521bc9d22d7,peptide,3.1,8,959.13,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.3,0.037,-1.058,-1.023,-1.088,-1.002,-1.09
d0896befb448e2e672a5c7ac7de9c94a,peptide,12.41,11,1486.62,0,0,0,0,0,0,0,2,0,0,1,0,0,0,6,2,0,0,0,0,0,-32.6,-2.964,2.342,2.456,2.39,2.179,2.091
7048d0f2a43d8a7cf395ef07cba50331,peptide,3.65,34,3825.2,1,3,0,6,4,2,3,0,3,1,4,0,2,0,0,2,0,0,3,0,1,-5.1,-0.15,-7.042,-7.015,-7.068,-6.991,-7.082
50455fce50541fcf69785634a4b8a0dc,protein,4.88,102,11817.3,1,2,0,8,11,8,7,2,9,10,7,1,5,9,3,2,5,5,3,2,3,-71.7,-0.703,-6.622,-6.527,-6.576,-6.798,-6.889
9522d6a5b3525239fbdcf541c7c19cb3,peptide,10.09,14,1489.74,0,3,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,3,2,0,0,4.8,0.343,0.941,0.977,0.911,0.998,0.91
cfb41aaa6c038543340ce44ca36d18b3,protein,4.884545454545455,509,57058.49,1,50,7,42,55,33,30,10,25,50,48,5,14,19,12,13,25,24,29,6,12,-190.1,-0.373,-31.938,-31.751,-31.722,-33.31,-33.389
99574709904ee92b2dc5681dd747c683,peptide,10.09,13,1573.77,0,0,0,1,0,3,1,0,0,1,0,0,0,1,0,1,2,1,1,1,0,-4.5,-0.346,0.941,0.977,0.911,0.998,0.91
e12bd5f15d733ed8cc9099dc279be615,protein,3.55,362,37986.25,1,23,9,25,12,13,44,6,27,29,14,3,19,9,8,5,38,41,23,5,9,-108.8,-0.301,-1.902,-1.835,-1.87,-2.859,-2.923
12f37e89ecba66775a588242e14fc862,peptide,10.09,8,981.12,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,-6.7,-0.838,0.941,0.977,0.911,0.998,0.91
417e4ea1d4b68041e77c2c32a61866ab,protein,4.65,154,15911.66,1,11,3,8,11,3,26,10,8,9,6,3,6,5,7,4,9,8,16,0,1,-62.2,-0.404,-4.043,-3.696,-3.743,-5.212,-5.294
4971bda0fff4b3a65317564466c677f2,peptide,11.05,12,1280.45,0,1,0,0,0,0,0,0,1,0,1,0,2,3,0,1,1,2,0,0,0,-8.4,-0.7,0.941,0.976,0.909,0.998,0.909
1c397652f2385d217666f90fa5f9298b,peptide,4.79,17,1902.21,1,1,1,0,3,0,1,0,1,2,0,1,1,1,2,0,0,0,3,0,0,-7.5,-0.441,-1.06,-1.051,-1.116,-1.045,-1.13
b8d8f3c62c9de42277d79874ff1d2703,peptide,11.05,17,1491.58,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,1,0,0,5.2,0.306,0.941,0.976,0.909,0.998,0.909
abfc82a52b496f1f028b20ab2ee5e756,peptide,4.53,17,1763.99,1,1,1,0,2,1,4,0,1,0,2,0,0,0,2,1,1,0,1,0,0,2.5,0.147,-1.063,-1.052,-1.116,-1.046,-1.132
c7594d6533046da6997de41d90cb04e4,peptide,4.73,19,2359.62,1,1,0,2,3,0,0,0,1,4,1,0,1,2,2,0,0,0,0,1,1,-38.9,-2.047,-1.05,-1.02,-1.083,-0.997,-1.085
b453afeae5764a3443f28b25ade9f887,protein,4.56,282,31400.47,1,25,6,19,15,14,8,2,19,8,26,3,12,10,10,14,33,18,24,3,13,15.6,0.055,-11.667,-11.705,-11.73,-12.075,-12.153
46be3d70f99e00c6135d67d5b7f8eaf3,peptide,12.71,5,771.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,-10.2,-2.04,2.941,2.976,2.909,2.998,2.909
28a6d69a2ac987e432076d581e45f693,peptide,11.23,16,1882.2,0,2,0,0,2,1,1,1,0,1,3,0,0,0,0,3,1,0,1,0,0,-6.8,-0.425,2.147,2.218,2.153,2.092,2.004
853a2bb915fc24b4517f43fb322afd4e,peptide,4.79,13,1600.79,1,1,0,0,3,1,0,0,1,0,1,0,1,1,1,2,0,0,1,0,0,-11.0,-0.846,-1.05,-1.02,-1.083,-0.997,-1.086
444d2be37699a5ceccd58722fc886348,peptide,10.1,11,1236.44,0,0,0,0,0,0,1,1,0,1,4,0,2,0,1,0,1,0,0,0,0,-3.6,-0.327,1.141,1.216,1.148,1.088,1.0
391805f99bd835f7505e742ac1608a7c,peptide,11.31,21,2435.88,0,3,0,1,2,0,1,1,0,2,3,1,0,0,0,4,1,0,2,0,0,-13.6,-0.648,3.148,3.219,3.155,3.093,3.004
90e5e65f6204178b455ea48e08d71882,peptide,11.64,10,1098.42,0,1,0,0,0,0,1,0,1,2,0,1,0,1,0,1,0,0,2,0,0,2.3,0.23,2.94,2.976,2.907,2.997,2.909
6e4eebaeb4963957d0b6f8da87fa8d90,protein,4.18,249,28585.4,1,5,2,32,57,4,17,2,5,16,32,2,16,7,3,11,12,8,12,0,6,-313.8,-1.26,-61.478,-61.515,-61.471,-61.787,-61.888
10ab69f0b58d167a45e40c454517afca,peptide,4.53,9,1003.12,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,1.0,0.111,-1.053,-1.022,-1.086,-0.999,-1.087
21790f9697a1e269202ff304595e158e,peptide,10.35,23,2840.28,0,2,0,0,3,0,0,1,1,6,2,0,1,0,4,1,0,1,0,0,1,-45.4,-1.974,4.148,4.218,4.15,4.092,4.004
328e3d322df0bdecf0e2e5ed786a18f1,peptide,4.16,9,1085.1,1,1,0,1,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,-16.9,-1.878,-2.848,-2.779,-2.841,-2.905,-2.994
9c48aaf4fb0fb382d7d1f62f70c71fb4,peptide,11.93,19,2300.58,0,0,0,1,1,1,2,1,0,0,3,1,2,0,1,4,1,1,0,0,0,-24.9,-1.311,2.146,2.218,2.154,2.091,2.002
37c680680d95caa1e4629b61a073c05c,peptide,3.77,19,2121.35,1,1,0,3,2,1,1,0,1,0,1,1,0,1,1,1,1,1,3,0,0,-1.6,-0.084,-4.05,-4.019,-4.078,-3.996,-4.086
bc29f1dca11eb3a5b74f29e9654a1c21,protein,4.55,415,46669.23,1,31,8,22,33,18,25,13,26,12,42,11,13,30,23,26,24,20,24,5,9,-106.8,-0.257,-14.417,-14.096,-14.096,-16.13,-16.206
6f7cd4d4d65d8894073194cd2c03fc56,peptide,4.45,14,1632.89,1,0,0,1,2,0,0,0,2,1,0,1,0,0,1,1,2,0,3,0,0,-0.5,-0.036,-1.052,-1.021,-1.084,-0.998,-1.087
6484f9bc61881564fc5104a63523b263,peptide,12.41,8,911.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,0,0,5.4,0.675,1.941,1.976,1.909,1.998,1.909
850abca07aae6c01386efdb01d57aecf,peptide,11.31,13,1687.94,0,2,0,0,3,0,0,0,0,2,0,1,0,0,1,4,0,0,0,0,0,-34.3,-2.638,2.949,2.979,2.915,3.003,2.914
9dad2acd957774534ca347222c2909cb,peptide,10.32,20,2125.54,0,4,0,0,2,1,2,0,1,3,2,0,0,1,1,1,0,0,2,0,0,1.4,0.07,1.946,1.978,1.911,2.001,1.913
295e7c9f5b134c8affe7c6a782487040,protein,4.4,416,46561.57,1,29,4,22,32,22,20,6,25,30,53,11,19,19,21,14,30,26,23,2,8,-65.8,-0.158,-8.791,-8.659,-8.675,-9.583,-9.665
39c8663e1b782b5602ff801538511017,peptide,12.71,16,1866.26,0,0,0,0,0,0,1,1,2,0,2,1,0,0,1,3,2,1,2,0,0,4.0,0.25,3.142,3.216,3.149,3.088,3.0
4c9268f4130a7402be970a628fca297f,peptide,10.1,15,1636.83,0,2,0,0,0,0,0,1,0,1,2,0,3,0,2,0,1,1,2,0,0,-6.5,-0.433,1.141,1.216,1.148,1.088,1.0
9d36c352d5f6c4708d926fb55dc495c7,peptide,4.254,15,1691.96,1,2,0,1,1,1,0,0,0,1,2,1,0,1,2,0,0,2,1,0,0,-0.8,-0.053,-1.055,-1.022,-1.087,-1.0,-1.089
f5daafcc712d1cb251ef16e8a8d1567a,peptide,10.18,11,1501.73,0,0,0,1,0,0,0,4,1,2,0,1,0,0,0,1,0,0,0,0,1,-23.5,-2.136,2.743,2.937,2.87,2.361,2.272
14e19c070a4d328ffbd26365bebc70bd,protein,4.888888888888889,218,23480.49,1,18,3,13,13,11,25,4,8,10,16,3,4,16,11,15,17,7,18,0,6,-75.9,-0.348,-0.242,-0.135,-0.173,-0.754,-0.838
e437cbb73c2934d4f3c6af37efcfb4a5,peptide,10.34,20,2505.86,0,1,0,1,0,1,0,0,2,2,1,0,0,0,2,2,2,3,0,1,2,-17.1,-0.855,2.939,2.975,2.908,2.996,2.908
2c509ca8dde0e0bb4677da7bfc3ff5f6,peptide,12.41,9,1144.4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,1,0,0,0,0,-3.5,-0.389,1.941,1.976,1.909,1.998,1.909
73abcfb009d751958611834fecc1803e,peptide,10.39,15,1775.01,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,2,3,1,0,0,1,-11.7,-0.78,1.94,1.976,1.91,1.997,1.909
d2a66d40466d5cd7424eb1c172bed1e1,protein,4.925,108,12042.82,1,12,2,5,6,4,3,1,5,9,10,5,10,5,5,1,6,8,6,2,3,-26.1,-0.242,-0.861,-0.837,-0.896,-0.996,-1.079
c97626324b8fb3fac28e2eb22a28711f,protein,4.41,425,48527.35,1,31,3,51,52,16,22,7,19,52,23,4,15,26,7,4,23,22,19,13,16,-429.0,-1.009,-45.505,-45.349,-45.311,-46.394,-46.487
6b12b5e6bbb66e536094176332950d3e,peptide,11.05,20,2292.5,0,3,0,1,0,1,2,1,1,0,1,0,1,0,1,3,3,0,0,1,1,-16.1,-0.805,2.142,2.216,2.151,2.088,2.0
78e337f55c30e8db209d8c2c35083444,protein,4.45,284,31791.06,1,33,2,14,24,8,13,3,13,9,46,5,12,11,35,11,10,14,11,2,8,-68.7,-0.242,-17.399,-17.331,-17.353,-17.776,-17.866
e320b7ab06032f624229d4856b9d8c49,peptide,4.53,22,2123.41,1,4,1,0,2,0,3,0,1,1,1,0,1,3,1,0,0,2,2,0,0,1.1,0.05,-1.063,-1.052,-1.117,-1.047,-1.132
0e26f8602fe51c49c4e7e8f4f97162c1,peptide,11.33,10,1318.46,0,0,0,0,1,0,0,2,0,1,1,0,0,0,2,2,1,0,0,0,0,-26.8,-2.68,2.345,2.457,2.391,2.181,2.093
3a275205264125128db0a8f937953cad,peptide,4.38,19,2103.1,1,2,0,5,2,0,1,1,0,4,0,0,2,0,0,0,2,0,0,0,0,-48.7,-2.563,-2.849,-2.778,-2.837,-2.905,-2.994
06e6f08111cade9c44ade68c0a06e15e,peptide,11.05,4,677.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,-4.4,-1.1,0.941,0.976,0.909,0.998,0.909
f89bdc0fa69000b51d7b28a93a82e858,peptide,10.3,30,3100.58,0,4,0,1,0,0,1,1,1,4,2,1,0,3,1,0,6,2,2,0,1,-8.9,-0.297,3.14,3.216,3.147,3.087,3.0
1cbc4bdb7a7f6de6ff7123c5769214e2,peptide,10.09,14,1855.0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,8,2,0,0,0,0,0,-43.4,-3.1,0.947,0.978,0.913,1.001,0.913
b1c6b1b2ad5af5823a68d7c9d4841f9f,protein,4.975,654,72332.96,1,46,2,47,64,23,50,6,42,61,52,11,28,27,24,28,28,49,51,2,13,-318.3,-0.487,-20.663,-20.546,-20.507,-21.417,-21.512
d0802c013cde1746e91a6403a4b39f5a,peptide,11.64,23,2520.05,0,1,0,0,0,2,3,0,0,2,3,2,2,2,1,1,0,2,2,0,0,2.4,0.104,2.94,2.976,2.907,2.997,2.909
8408290b23d183bbcb73ea99f7b8b8be,peptide,10.6,17,1771.07,0,4,0,0,0,1,1,1,0,2,2,1,1,1,1,0,2,0,0,0,0,-2.1,-0.124,2.141,2.216,2.147,2.088,2.0
9d3ed353f5a7de5bd117ccf68f145fb0,peptide,3.71,18,2096.38,1,2,0,2,1,1,0,0,3,1,1,1,2,1,1,0,0,1,0,0,1,-2.9,-0.161,-2.055,-2.022,-2.085,-2.0,-2.089
2f310505b6bb05fee32e0578c7c9a3fc,peptide,4.37,10,1234.37,1,0,0,1,1,1,0,0,1,0,2,0,1,0,1,1,1,0,0,0,0,-4.4,-0.44,-1.055,-1.022,-1.086,-1.0,-1.089
559043a388cdee7742abdef2c75eda94,peptide,12.11,16,1661.86,0,2,1,0,0,0,1,0,1,0,1,0,1,1,0,3,5,0,0,0,0,-8.6,-0.537,2.931,2.945,2.879,2.95,2.864
c8f837d49db95b5ab331ca0f631d2d9e,peptide,11.14,17,2179.57,0,0,0,0,0,1,0,2,1,0,2,1,1,1,3,2,0,0,2,0,1,-7.1,-0.418,2.341,2.456,2.389,2.179,2.09
e3b4abb44651a286e4a93b8043abe2fa,peptide,10.1,7,787.95,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0,0,0,3.2,0.457,0.94,0.976,0.908,0.997,0.909
a6d6874896e2d813a0c81189dd8340bb,protein,4.83,189,20976.61,1,15,3,16,12,10,12,5,12,14,13,2,6,9,11,4,11,13,14,3,4,-62.6,-0.331,-9.041,-8.892,-8.929,-9.662,-9.745
f4f08edd306f448c81f9dd6169c602a6,protein,10.61,94,10693.44,0,11,0,5,7,4,5,3,7,11,5,3,3,4,5,6,2,2,8,0,3,-44.0,-0.468,5.563,5.705,5.646,5.282,5.194
65f039581011f4d5555ad30350e5a34d,peptide,10.54,34,3862.36,0,3,0,4,1,1,1,0,1,4,3,0,1,4,3,4,3,0,1,0,0,-46.0,-1.353,2.946,2.98,2.918,3.001,2.913
3b9feda300bc49e1038d08be5e286d67,peptide,4.45,13,1564.72,1,1,0,1,2,0,0,0,0,1,1,0,1,0,1,1,0,1,2,0,1,-13.9,-1.069,-1.053,-1.022,-1.085,-0.999,-1.088
aac3ed8edfa629d74ebf68c12b2152f2,protein,4.8,534,57805.3,1,53,4,30,31,23,63,12,22,25,35,11,15,16,19,31,50,35,28,7,24,-220.4,-0.413,-2.596,-2.224,-2.227,-4.044,-4.131
40195e0511162e556995e9063ce3ea0c,peptide,4.37,13,1382.62,1,2,0,1,1,0,0,0,2,1,1,0,0,1,1,0,1,0,2,0,0,8.0,0.615,-1.055,-1.022,-1.087,-1.0,-1.089
4bb9eaf0e37db71d46c8305f82162387,protein,4.72,99,10852.31,1,15,0,7,5,4,3,1,0,6,11,3,0,3,6,4,12,5,9,3,2,-8.5,-0.086,-1.84,-1.775,-1.828,-1.9,-1.99
3d9d617c3c1d005f0717645003452c23,peptide,4.28,20,2467.74,1,2,0,2,3,0,0,1,0,1,4,1,1,0,3,1,0,0,0,1,0,-23.3,-1.165,-2.847,-2.779,-2.839,-2.904,-2.994
b064426330e95e146dbbcf8bf22654da,protein,4.5,518,56441.49,1,42,5,33,15,27,40,27,32,13,36,8,30,44,14,16,35,36,41,7,17,-67.2,-0.13,-13.63,-12.661,-12.667,-16.748,-16.833
f7ce14b3b90df265f946ada332291d30,peptide,4.96,20,2272.46,1,0,0,1,4,0,3,1,1,2,1,0,1,1,0,1,0,2,1,0,1,-29.5,-1.475,-1.847,-1.779,-1.841,-1.904,-1.993
2ae18f30065aaaf9b50b32f3813bb9eb,peptide,11.05,9,986.24,0,3,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,12.1,1.344,0.941,0.976,0.909,0.998,0.909
00141a8ba733ee6080da2d1c6a939a5c,protein,4.74,765,88369.5,1,39,11,45,39,33,41,21,51,40,59,13,44,29,33,31,67,47,47,21,54,-298.7,-0.39,-8.854,-8.281,-8.266,-11.561,-11.631
81bcda1752e20ee74bb7769cd615dc1f,protein,4.8,397,46125.57,1,34,4,17,34,15,25,19,14,5,40,12,5,22,17,37,10,28,29,10,20,-137.3,-0.346,-5.183,-4.542,-4.546,-7.402,-7.492
070043afe2b52379dcd364a709ca47c5,peptide,11.05,10,1229.42,0,1,0,0,0,0,0,0,0,0,2,1,1,0,4,1,0,0,0,0,0,-10.7,-1.07,0.941,0.976,0.909,0.998,0.909
825bcd9548da76889a82efabd329039a,peptide,3.43,13,1553.6,1,1,0,3,2,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,1,-21.0,-1.615,-4.051,-4.02,-4.08,-3.997,-4.087
31620b117594000583ac6daa224191de,peptide,4.37,13,1357.59,1,0,1,1,1,0,2,0,2,0,1,0,0,1,0,1,1,0,2,0,0,9.0,0.692,-1.065,-1.053,-1.116,-1.047,-1.133
83ca59fe500671af5805ac422c7f4447,peptide,11.05,23,2573.16,0,4,0,0,0,0,0,1,2,0,3,2,1,2,2,1,0,1,3,1,0,21.0,0.913,1.142,1.216,1.149,1.088,1.0
220cfcf724f1b0fe6425100ce22150c9,protein,4.2,520,55734.24,1,57,5,42,7,31,38,19,28,8,37,5,34,39,18,15,36,35,45,7,14,-1.4,-0.003,-22.248,-21.583,-21.579,-24.48,-24.567
dae6d1f77510db3b6655d0a4238b7d67,protein,4.1,324,36619.74,1,21,2,22,22,17,21,7,28,25,33,2,21,19,9,9,14,18,16,6,12,-90.2,-0.278,-8.604,-8.372,-8.397,-9.418,-9.505
4383a716882fd8bf03fcce1450901f48,protein,4.4,32,3585.01,1,1,0,4,0,0,5,1,0,0,5,1,1,1,1,3,2,1,3,2,1,-11.4,-0.356,-0.855,-0.781,-0.842,-0.909,-0.999
18c7488cd0b21ae825482c6b2af0647d,peptide,10.89,10,1254.45,0,1,0,0,1,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,-9.8,-0.98,0.944,0.977,0.912,1.0,0.911
